 42.46	-12.02	-37.88	
 38.14	 -4.80	-37.54	
 34.90	  2.77	-35.65	
 30.77	  8.97	-34.04	
 26.82	 13.79	-30.33	
 23.20	 14.88	-25.17	
 95.90	 -4.48	 20.58	
 89.36	  7.26	 15.94	
 82.00	 20.16	 10.88	
 75.69	 30.55	  8.61	
 69.00	 41.78	  5.79	
 62.55	 52.73	  4.32	
 56.28	 61.31	  5.95	
 51.49	 66.59	  8.91	
 48.18	 68.46	 12.75	
 90.78	-12.12	 13.84	
 84.80	 -0.87	  9.82	
 77.48	 11.71	  5.19	
 70.96	 21.68	  2.15	
 64.70	 31.12	 -0.54	
 57.21	 41.79	 -2.63	
 50.56	 49.07	 -3.21	
 45.59	 52.58	 -1.00	
 41.38	 53.98	  2.86	
 84.22	-20.61	  5.39	
 78.82	 -9.98	  2.11	
 72.21	  1.97	 -1.93	
 66.10	 10.81	 -4.72	
 59.78	 19.72	 -7.87	
 51.95	 30.13	-10.47	
 45.62	 36.82	-11.01	
 39.91	 40.79	 -8.62	
 36.40	 41.92	 -5.42	
 78.39	-26.50	 -1.73	
 73.64	-17.18	 -4.59	
 67.73	 -5.49	 -7.80	
 62.07	  3.50	 -9.73	
 55.77	 12.16	-12.87	
 48.71	 22.01	-14.87	
 42.41	 28.51	-15.79	
 37.39	 33.24	-13.86	
 33.12	 35.42	-10.07	
 73.25	-31.04	 -7.48	
 68.81	-21.94	-10.30	
 63.35	-11.46	-12.89	
 58.09	 -2.67	-14.69	
 51.83	  5.86	-17.74	
 45.20	 15.64	-19.15	
 39.66	 22.43	-19.70	
 34.20	 26.95	-17.59	
 29.81	 28.40	-13.91	
 66.85	-36.59	-16.09	
 62.93	-28.71	-17.77	
 58.53	-18.20	-19.00	
 53.53	 -9.92	-20.43	
 48.54	 -0.48	-22.11	
 43.06	  9.61	-22.29	
 37.46	 16.75	-22.91	
 31.75	 21.82	-21.05	
 28.09	 24.07	-17.44	
 61.11	-38.09	-22.66	
 57.99	-31.18	-23.44	
 53.37	-22.73	-25.27	
 49.45	-14.32	-25.54	
 45.03	 -5.30	-26.40	
 39.98	  4.52	-26.45	
 35.57	 11.86	-25.38	
 30.73	 17.50	-23.48	
 26.30	 19.83	-18.90	
 55.84	-37.60	-27.04	
 52.68	-31.52	-27.73	
 49.16	-23.51	-28.54	
 45.79	-16.26	-28.80	
 41.43	 -7.39	-28.96	
 36.60	  0.92	-29.31	
 32.38	  8.26	-27.80	
 27.85	 13.92	-24.91	
 24.39	 15.85	-20.97	
 49.98	-34.61	-31.14	
 48.20	-29.57	-30.84	
 45.00	-22.72	-31.05	
 41.23	-16.38	-31.10	
 38.15	 -8.71	-30.73	
 34.35	 -0.38	-29.83	
 29.83	  5.92	-29.17	
 26.18	 11.05	-26.11	
 22.71	 12.90	-21.96	
 95.64	 -6.55	 32.69	
 88.74	  6.31	 26.50	
 81.06	 20.13	 19.65	
 74.98	 30.51	 15.85	
 68.72	 41.16	 12.60	
 61.80	 53.36	 10.33	
 56.17	 61.11	 10.84	
 51.42	 66.48	 13.30	
 47.24	 68.56	 17.08	
 90.27	-14.71	 25.14	
 83.81	 -2.83	 19.67	
 76.33	 10.28	 13.20	
 70.18	 20.55	  9.31	
 63.75	 30.87	  5.47	
 56.53	 40.29	  2.48	
 50.59	 47.72	  1.81	
 45.51	 51.99	  3.31	
 41.13	 53.72	  6.27	
 83.08	-24.74	 14.82	
 77.47	-13.16	 10.90	
 70.88	 -0.36	  5.76	
 65.05	  9.47	  2.40	
 58.54	 18.80	 -1.42	
 51.38	 29.01	 -4.59	
 45.34	 35.74	 -5.53	
 40.05	 39.96	 -4.36	
 36.03	 41.81	 -1.50	
 77.56	-30.98	  8.12	
 72.26	-20.91	  4.28	
 66.51	 -7.99	 -0.04	
 60.89	  1.35	 -3.27	
 54.89	  9.85	 -6.80	
 48.38	 19.94	 -9.06	
 41.88	 27.51	-11.11	
 37.11	 32.02	 -9.93	
 33.26	 34.49	 -6.89	
 72.25	-35.47	  1.85	
 67.24	-26.39	 -1.72	
 62.19	-14.56	 -5.06	
 57.06	 -5.23	 -8.00	
 51.36	  3.94	-11.05	
 45.00	 13.60	-13.57	
 39.19	 20.69	-15.09	
 34.25	 25.11	-13.59	
 29.95	 27.19	-10.54	
 66.32	-40.83	 -6.26	
 62.57	-31.97	 -8.47	
 57.32	-21.08	-11.41	
 53.13	-12.19	-13.45	
 47.70	 -2.55	-15.67	
 42.09	  7.08	-17.36	
 36.79	 14.46	-18.20	
 31.82	 20.51	-17.07	
 28.03	 22.76	-13.43	
 60.51	-42.90	-13.17	
 57.05	-35.25	-14.92	
 52.73	-25.96	-17.25	
 48.94	-16.75	-17.82	
 44.08	 -7.57	-19.94	
 39.20	  2.47	-21.08	
 34.34	 10.15	-20.85	
 30.03	 15.72	-19.12	
 25.99	 18.31	-15.87	
 54.94	-42.63	-18.69	
 52.10	-35.88	-19.58	
 48.33	-27.46	-21.45	
 44.82	-19.60	-22.29	
 40.86	-10.77	-23.21	
 36.40	 -0.61	-23.39	
 32.08	  5.87	-22.84	
 27.68	 11.64	-21.18	
 24.20	 13.67	-17.54	
 49.56	-39.97	-22.68	
 48.32	-35.09	-22.32	
 44.48	-27.28	-23.74	
 41.21	-19.84	-24.87	
 37.86	-11.93	-25.16	
 33.69	 -4.14	-24.73	
 30.13	  3.34	-24.11	
 25.82	  8.74	-22.03	
 22.67	 10.90	-18.78	
 95.13	 -8.10	 44.37	
 87.39	  7.09	 35.36	
 79.52	 21.42	 28.61	
 73.85	 31.44	 23.60	
 67.74	 41.69	 19.55	
 61.15	 52.95	 16.83	
 55.87	 60.65	 16.54	
 51.65	 65.37	 17.81	
 47.47	 67.84	 20.42	
 88.95	-18.45	 35.15	
 81.70	 -4.45	 28.04	
 74.36	 10.50	 21.40	
 68.51	 21.09	 16.89	
 62.91	 29.89	 12.91	
 56.09	 40.10	  9.09	
 50.02	 47.35	  7.40	
 45.18	 51.47	  8.21	
 41.59	 53.58	 10.14	
 81.68	-29.30	 24.62	
 75.38	-16.23	 19.02	
 68.67	 -2.15	 13.08	
 63.29	  7.45	  9.23	
 57.88	 17.11	  5.38	
 50.70	 28.18	  1.24	
 44.95	 34.52	 -0.87	
 39.65	 38.80	 -0.44	
 36.52	 41.35	  2.31	
 75.87	-36.19	 16.86	
 70.44	-24.03	 12.09	
 64.60	-11.17	  7.11	
 59.53	 -1.04	  3.52	
 53.84	  7.90	 -0.62	
 47.44	 18.65	 -3.45	
 41.70	 25.96	 -5.62	
 36.74	 30.87	 -5.29	
 33.15	 33.42	 -2.85	
 70.98	-41.06	 11.51	
 65.66	-29.39	  6.68	
 59.96	-17.38	  2.23	
 55.10	 -7.91	 -0.87	
 49.96	  1.52	 -4.38	
 43.87	 12.12	 -7.63	
 38.59	 19.00	 -9.34	
 33.94	 24.27	 -9.16	
 30.78	 27.40	 -6.41	
 64.93	-46.35	  3.27	
 60.82	-35.74	 -0.47	
 55.97	-24.22	 -4.25	
 51.16	-15.01	 -6.69	
 46.83	 -5.16	 -9.63	
 41.30	  4.67	-11.62	
 36.15	 12.76	-13.10	
 31.50	 18.75	-12.11	
 27.59	 20.81	-10.02	
 59.43	-47.83	 -3.71	
 55.70	-39.08	 -6.64	
 51.61	-28.31	 -9.42	
 47.51	-20.15	-11.44	
 43.63	-10.53	-13.98	
 38.73	 -0.40	-15.20	
 33.98	  7.97	-15.14	
 30.00	 13.93	-14.58	
 26.63	 16.94	-12.28	
 54.48	-47.09	 -9.25	
 51.59	-39.38	-11.06	
 47.33	-30.15	-13.56	
 44.23	-22.53	-15.03	
 40.10	-13.51	-16.84	
 35.47	 -4.42	-18.18	
 32.14	  3.35	-17.43	
 27.83	  9.43	-16.60	
 24.81	 12.50	-14.35	
 49.32	-45.10	-13.63	
 46.80	-38.59	-14.74	
 43.77	-30.25	-16.57	
 40.19	-22.85	-17.00	
 36.84	-14.67	-18.46	
 32.90	 -6.46	-18.95	
 29.55	  0.81	-19.16	
 25.67	  6.48	-17.92	
 22.43	  9.11	-15.46	
 94.52	 -9.27	 58.23	
 85.55	  8.89	 46.73	
 77.15	 24.48	 38.22	
 71.41	 35.05	 32.81	
 65.69	 44.67	 28.93	
 60.19	 54.22	 24.65	
 55.20	 61.10	 23.44	
 50.97	 65.72	 23.95	
 47.38	 67.70	 25.47	
 87.45	-23.18	 47.24	
 79.10	 -6.60	 37.76	
 71.72	  9.26	 29.92	
 66.10	 20.34	 24.54	
 60.31	 31.02	 19.63	
 55.07	 39.45	 15.52	
 49.54	 46.58	 13.59	
 45.06	 51.01	 13.85	
 41.19	 52.53	 14.33	
 79.66	-35.78	 35.55	
 72.68	-20.11	 27.75	
 65.47	 -5.64	 20.67	
 60.30	  6.16	 16.14	
 55.00	 16.25	 12.15	
 49.18	 26.12	  7.89	
 44.27	 33.48	  5.78	
 39.63	 37.96	  5.19	
 36.16	 40.51	  7.05	
 73.79	-43.25	 26.95	
 67.42	-28.72	 20.31	
 60.84	-13.73	 14.05	
 56.07	 -3.47	  9.95	
 51.42	  5.99	  6.25	
 45.95	 17.35	  2.85	
 40.77	 24.53	  0.47	
 36.52	 29.70	  0.35	
 32.59	 32.33	  1.61	
 68.54	-47.46	 20.42	
 63.08	-34.35	 14.85	
 57.28	-20.63	  9.48	
 52.50	-10.31	  5.43	
 48.08	 -0.20	  2.03	
 42.83	  9.92	 -1.28	
 37.74	 16.67	 -3.67	
 33.82	 22.97	 -3.21	
 29.73	 25.34	 -2.55	
 63.62	-50.79	 12.89	
 58.61	-40.08	  8.33	
 53.77	-26.73	  3.90	
 48.98	-16.82	  0.38	
 44.44	 -6.97	 -3.04	
 40.35	  2.64	 -5.76	
 35.19	 10.69	 -7.05	
 30.67	 16.43	 -7.45	
 27.05	 19.44	 -5.89	
 58.60	-53.09	  6.42	
 54.47	-42.81	  3.26	
 49.54	-30.93	 -1.08	
 45.72	-21.22	 -3.99	
 41.35	-12.49	 -6.83	
 37.11	 -2.28	 -8.89	
 33.15	  5.02	-10.12	
 29.16	 11.67	 -9.58	
 25.52	 14.93	 -8.45	
 53.55	-51.86	  0.50	
 49.59	-43.46	 -2.37	
 45.55	-33.06	 -5.55	
 42.40	-24.11	 -7.36	
 38.48	-15.65	 -9.68	
 34.43	 -6.37	-11.34	
 30.63	  1.02	-12.17	
 26.71	  7.42	-11.89	
 23.53	 10.37	-10.68	
 48.84	-49.62	 -4.42	
 45.48	-42.08	 -6.58	
 42.69	-33.52	 -8.07	
 38.78	-25.40	 -9.87	
 35.51	-17.34	-11.87	
 32.05	 -9.00	-13.20	
 28.83	 -1.71	-13.86	
 25.02	  4.30	-13.51	
 21.77	  7.13	-12.20	
 94.12	 -9.29	 69.36	
 83.92	 11.55	 56.79	
 75.33	 27.90	 47.37	
 69.09	 39.39	 41.23	
 63.89	 48.56	 37.06	
 58.99	 56.53	 32.72	
 54.75	 61.43	 30.22	
 50.56	 65.35	 29.48	
 47.20	 67.31	 29.92	
 85.89	-26.54	 56.88	
 76.83	 -7.83	 45.86	
 68.48	  9.35	 37.20	
 62.36	 21.83	 30.92	
 57.55	 31.88	 26.56	
 52.72	 40.37	 22.55	
 48.89	 46.07	 20.08	
 44.36	 50.14	 18.76	
 40.84	 52.12	 18.95	
 77.49	-41.71	 44.21	
 69.42	-23.46	 34.74	
 61.99	 -6.67	 27.11	
 57.27	  5.36	 22.06	
 51.84	 15.96	 17.37	
 47.18	 25.27	 13.79	
 43.62	 32.10	 11.39	
 39.29	 37.72	 10.66	
 36.64	 40.52	 11.85	
 71.92	-48.81	 35.24	
 64.84	-32.39	 27.11	
 57.99	-16.74	 19.93	
 52.95	 -4.80	 15.47	
 48.29	  6.20	 11.48	
 43.25	 16.14	  8.17	
 39.98	 23.04	  5.95	
 35.34	 28.66	  5.44	
 32.57	 31.52	  6.00	
 66.47	-53.82	 28.38	
 60.33	-38.50	 21.51	
 54.50	-23.55	 15.00	
 49.09	-12.57	 10.61	
 44.76	 -1.78	  6.87	
 40.19	  8.38	  3.69	
 36.45	 15.62	  1.57	
 32.75	 21.50	  1.01	
 29.74	 24.55	  1.65	
 61.68	-55.94	 20.78	
 56.56	-43.08	 15.67	
 50.59	-29.03	  9.98	
 46.18	-18.34	  5.70	
 42.10	 -7.85	  2.88	
 37.48	  1.84	 -0.06	
 33.82	  8.69	 -2.07	
 30.42	 15.10	 -2.79	
 27.16	 18.45	 -2.17	
 56.78	-56.68	 14.47	
 52.89	-45.22	 10.20	
 47.95	-32.65	  5.56	
 44.01	-23.08	  2.49	
 39.43	-12.98	 -0.61	
 35.32	 -3.50	 -3.50	
 32.19	  3.91	 -4.64	
 28.25	 10.23	 -5.59	
 25.48	 13.30	 -5.14	
 52.10	-55.67	  8.75	
 48.59	-45.63	  4.96	
 43.85	-34.97	  0.76	
 40.46	-25.29	 -1.52	
 36.68	-16.68	 -4.16	
 32.90	 -6.97	 -6.58	
 29.44	 -0.85	 -7.79	
 26.21	  5.34	 -8.36	
 23.72	  8.59	 -7.79	
 46.92	-52.36	  2.95	
 43.60	-44.03	 -0.01	
 40.57	-34.64	 -2.15	
 37.08	-26.62	 -4.67	
 33.92	-18.39	 -6.84	
 30.78	-10.41	 -8.52	
 27.65	 -3.23	 -9.48	
 24.52	  2.78	 -9.96	
 21.80	  5.36	 -9.79	
 93.27	 -8.31	 79.45	
 82.23	 15.01	 65.66	
 73.75	 31.99	 55.47	
 67.69	 42.77	 49.51	
 62.33	 51.44	 44.15	
 57.94	 58.35	 40.40	
 54.32	 62.34	 37.19	
 50.46	 65.46	 35.20	
 46.85	 67.53	 34.71	
 84.22	-30.43	 64.80	
 74.20	 -8.20	 52.47	
 65.56	 10.54	 43.07	
 59.87	 21.63	 36.61	
 55.00	 31.60	 32.05	
 50.71	 40.10	 28.85	
 47.21	 45.89	 26.37	
 44.18	 49.81	 24.53	
 40.65	 52.05	 24.08	
 75.99	-44.50	 52.00	
 66.95	-25.15	 41.35	
 59.43	 -7.80	 32.87	
 53.65	  5.22	 26.92	
 49.27	 15.71	 22.60	
 44.89	 24.16	 19.35	
 41.35	 31.11	 17.06	
 38.51	 36.66	 15.80	
 35.10	 38.88	 15.08	
 69.90	-52.35	 42.93	
 62.60	-34.03	 33.46	
 54.71	-17.47	 25.78	
 49.97	 -5.31	 20.84	
 45.31	  5.40	 16.42	
 41.40	 14.49	 13.51	
 38.21	 21.58	 11.33	
 34.78	 27.42	  9.96	
 31.82	 30.77	  9.90	
 64.51	-56.74	 35.26	
 58.18	-40.61	 27.66	
 51.06	-24.94	 20.79	
 46.79	-13.46	 15.69	
 42.73	 -2.26	 11.73	
 38.48	  6.49	  8.74	
 35.06	 13.89	  6.92	
 31.44	 19.71	  5.22	
 29.29	 23.05	  4.84	
 59.90	-59.54	 28.51	
 54.29	-44.91	 22.16	
 48.17	-30.78	 16.09	
 43.68	-19.35	 11.59	
 39.72	 -8.83	  7.56	
 35.17	 -0.12	  4.58	
 32.32	  7.37	  2.72	
 28.92	 13.31	  1.59	
 26.65	 16.84	  1.11	
 56.02	-59.25	 22.08	
 50.74	-47.32	 16.96	
 45.22	-34.19	 11.82	
 41.62	-23.74	  7.92	
 36.79	-14.21	  3.92	
 32.92	 -5.44	  1.39	
 30.84	  1.89	 -0.45	
 27.15	  8.22	 -1.68	
 25.35	 11.97	 -1.81	
 51.43	-58.45	 15.77	
 47.44	-47.60	 12.04	
 41.87	-36.09	  7.52	
 38.20	-26.44	  3.67	
 34.72	-17.17	  0.61	
 31.09	 -9.07	 -1.74	
 28.25	 -2.17	 -3.29	
 25.41	  3.86	 -4.49	
 23.44	  6.86	 -4.74	
 45.62	-54.51	 10.10	
 42.67	-45.78	  7.29	
 39.16	-35.74	  3.98	
 35.66	-26.93	  1.07	
 31.89	-18.39	 -1.99	
 28.83	-11.33	 -4.07	
 25.95	 -4.67	 -5.87	
 23.36	  0.58	 -7.11	
 21.37	  3.91	 -7.19	
 92.64	 -7.61	 87.68	
 81.05	 17.71	 72.71	
 71.76	 35.79	 62.21	
 66.72	 45.33	 55.58	
 61.52	 53.62	 50.23	
 57.26	 58.99	 46.33	
 53.53	 63.57	 43.16	
 49.78	 66.45	 40.37	
 47.27	 67.18	 37.85	
 82.58	-31.76	 70.77	
 72.61	 -8.25	 57.81	
 63.07	 10.73	 47.99	
 57.66	 22.28	 41.33	
 53.50	 31.81	 36.92	
 49.25	 39.59	 33.73	
 46.76	 45.24	 30.97	
 43.53	 49.98	 28.97	
 40.60	 51.58	 26.88	
 73.92	-46.27	 58.07	
 65.23	-25.18	 46.93	
 57.30	 -6.76	 37.59	
 52.23	  5.39	 31.40	
 47.62	 15.34	 27.04	
 44.01	 23.78	 23.69	
 40.73	 30.48	 21.38	
 38.44	 35.93	 19.47	
 35.75	 38.70	 18.01	
 68.59	-53.83	 48.77	
 60.02	-35.35	 39.32	
 53.26	-17.89	 30.95	
 47.88	 -5.63	 25.28	
 43.71	  4.72	 20.74	
 39.91	 13.11	 17.46	
 36.83	 20.62	 14.97	
 33.44	 26.12	 12.97	
 31.25	 28.53	 11.36	
 62.59	-58.39	 41.10	
 56.87	-41.14	 33.20	
 49.29	-25.18	 25.27	
 45.40	-13.03	 20.18	
 40.30	 -3.13	 15.97	
 36.69	  5.66	 12.81	
 34.35	 12.69	 10.23	
 31.30	 18.82	  8.40	
 28.62	 21.54	  7.17	
 58.33	-60.48	 34.43	
 51.84	-45.70	 27.47	
 46.42	-30.74	 20.97	
 42.32	-19.64	 16.10	
 38.73	 -9.64	 11.94	
 33.64	 -1.44	  8.42	
 31.65	  5.94	  6.35	
 28.65	 11.91	  4.28	
 26.46	 15.23	  3.22	
 53.16	-60.68	 27.70	
 49.84	-48.23	 22.89	
 43.56	-34.07	 16.86	
 40.06	-23.83	 12.43	
 35.34	-14.42	  8.44	
 31.77	 -6.17	  5.54	
 29.06	  0.72	  2.94	
 26.65	  6.55	  0.82	
 23.93	  9.77	 -0.31	
 48.76	-58.78	 21.46	
 44.52	-48.22	 16.65	
 40.33	-36.86	 11.81	
 37.24	-26.88	  7.98	
 32.27	-17.92	  4.32	
 30.18	-10.43	  1.57	
 26.94	 -3.81	 -0.76	
 23.92	  1.79	 -2.54	
 23.99	  5.34	 -2.94	
 44.98	-55.97	 15.33	
 41.61	-46.69	 11.64	
 36.72	-35.70	  7.64	
 33.80	-27.07	  4.13	
 30.02	-18.71	  1.17	
 27.92	-12.07	 -1.30	
 25.14	 -6.03	 -3.20	
 23.26	 -0.80	 -4.59	
 20.98	  2.24	 -5.09	
 80.33	  0.17	 -1.12	
 72.61	 12.48	 -4.23	
 64.11	 26.09	 -6.02	
 54.74	 41.89	 -6.58	
 46.92	 52.39	 -2.63	
 41.88	 55.16	  2.88	
 74.10	 -7.48	 -8.16	
 67.58	  3.44	-10.68	
 58.75	 15.19	-13.09	
 48.96	 28.07	-14.93	
 40.27	 36.24	-13.50	
 35.14	 38.63	 -7.79	
 67.13	-14.45	-15.78	
 60.75	 -4.01	-18.15	
 53.34	  6.79	-19.50	
 44.35	 18.62	-21.38	
 35.99	 26.35	-19.83	
 30.94	 28.93	-13.93	
 59.36	-21.53	-24.31	
 54.16	-11.83	-25.58	
 47.98	 -1.08	-25.12	
 39.89	 11.65	-26.19	
 32.45	 19.79	-24.30	
 27.56	 21.83	-17.70	
 52.35	-24.10	-30.87	
 48.22	-15.97	-31.00	
 43.18	 -5.95	-30.46	
 36.65	  6.10	-29.63	
 30.55	 14.56	-27.18	
 25.42	 17.28	-21.50	
 45.71	-21.77	-34.48	
 42.19	-14.42	-34.24	
 38.41	 -5.95	-32.90	
 33.00	  4.41	-31.83	
 27.42	 11.40	-28.81	
 23.28	 13.76	-22.47	
 79.15	 -3.00	 10.20	
 71.34	 10.39	  5.14	
 63.11	 23.75	  2.07	
 54.27	 39.29	 -0.72	
 46.51	 50.61	  1.25	
 41.32	 54.20	  5.94	
 73.20	-11.31	  2.64	
 66.02	  0.98	 -1.72	
 57.65	 12.97	 -5.00	
 48.63	 26.03	 -8.71	
 39.82	 34.89	 -8.72	
 34.78	 37.48	 -4.36	
 65.91	-19.49	 -5.50	
 59.64	 -7.70	 -8.51	
 52.42	  3.69	-11.25	
 43.41	 16.34	-15.13	
 35.80	 24.57	-14.89	
 30.33	 27.60	-10.87	
 58.56	-26.06	-14.82	
 53.26	-15.36	-16.81	
 47.57	 -5.08	-17.93	
 40.38	  8.27	-19.75	
 33.16	 17.58	-19.33	
 27.66	 21.07	-14.75	
 52.00	-28.62	-21.56	
 47.26	-19.20	-23.11	
 42.51	 -9.50	-23.35	
 35.83	  3.61	-24.16	
 30.22	 11.88	-22.43	
 25.34	 15.18	-17.50	
 45.41	-26.70	-26.30	
 42.46	-19.06	-26.70	
 38.23	-10.09	-25.81	
 33.12	 -0.19	-25.82	
 27.91	  8.42	-23.56	
 23.25	 11.67	-18.54	
 78.43	 -6.12	 24.93	
 70.16	  9.56	 17.27	
 62.00	 22.65	 11.87	
 53.46	 38.51	  7.34	
 46.19	 48.49	  7.38	
 41.06	 52.65	 10.43	
 71.46	-17.06	 15.71	
 63.63	 -1.82	  9.42	
 55.75	 10.55	  4.71	
 47.37	 24.46	 -0.75	
 39.94	 33.11	 -1.93	
 34.45	 36.54	  0.75	
 64.49	-25.37	  6.91	
 57.36	-11.17	  1.41	
 51.04	  0.29	 -2.25	
 42.61	 13.46	 -7.24	
 35.86	 21.86	 -8.66	
 31.22	 26.44	 -5.78	
 57.70	-31.90	 -1.81	
 52.31	-19.38	 -5.86	
 46.30	 -7.49	 -8.69	
 39.31	  5.95	-11.98	
 32.57	 14.95	-12.80	
 26.99	 18.73	 -9.79	
 50.97	-34.31	 -9.69	
 46.24	-24.07	-12.27	
 41.60	-13.75	-14.23	
 35.44	 -0.97	-16.44	
 29.82	  9.13	-15.81	
 25.32	 13.21	-12.68	
 44.53	-32.47	-15.80	
 41.61	-24.94	-15.85	
 36.85	-14.50	-17.00	
 32.40	 -4.19	-17.72	
 26.77	  5.10	-16.69	
 22.76	  8.86	-13.87	
 78.06	 -8.27	 41.30	
 67.63	 11.91	 29.84	
 59.56	 25.57	 22.58	
 52.23	 38.43	 16.69	
 45.56	 47.99	 15.42	
 41.00	 51.34	 16.61	
 69.10	-24.31	 28.99	
 60.23	 -5.42	 19.30	
 52.67	  9.62	 12.81	
 45.38	 23.11	  6.91	
 38.86	 31.29	  5.00	
 34.46	 35.40	  6.02	
 62.23	-33.35	 18.53	
 54.50	-15.40	 11.09	
